transaction_description,category,country,currency,user_id,amount,date
Sierra Club #3073 Online,Charity & Donations,USA,USD,student,57.48,2023-02-05
Gym,Healthcare & Medical,USA,USD,student,16.54,2023-02-05
Barneys New York #3780,Shopping & Retail,USA,USD,student,93.45,2023-02-06
Wells Fargo - USA,Financial Services,USA,USD,student,697.4,2023-02-06
Lyft,Transportation,USA,USD,student,24.87,2023-02-06
HSBC Store,Financial Services,USA,USD,student,894.58,2023-02-07
Bank - USA - Evening,Financial Services,USA,USD,student,668.92,2023-02-07
Saks Off 5th,Shopping & Retail,USA,USD,student,27.15,2023-02-07
Permit #4762 - USA,Government & Legal,USA,USD,student,52.08,2023-02-08
Tennis Court,Entertainment & Recreation,USA,USD,student,83.98,2023-02-08
Amazon Prime Online Airport,Entertainment & Recreation,USA,USD,student,133.97,2023-02-08
Paintball Store - Night,Entertainment & Recreation,USA,USD,student,124.18,2023-02-08
Cable Company,Utilities & Services,USA,USD,student,231.65,2023-02-09
Offering - USA,Charity & Donations,USA,USD,student,39.7,2023-02-10
United Way,Charity & Donations,USA,USD,student,110.25,2023-02-11
Costco (Bank Transfer),Shopping & Retail,USA,USD,student,155.92,2023-02-13
Ross Branch (ACH),Shopping & Retail,USA,USD,student,83.84,2023-02-13
United Way #4959 TXN994462,Charity & Donations,USA,USD,student,33.56,2023-02-14
Enterprise #5289,Transportation,USA,USD,student,64.04,2023-02-15
License - USA,Government & Legal,USA,USD,student,360.21,2023-02-15
Brokerage,Financial Services,USA,USD,student,85.61,2023-02-16
Animal Shelter #2479 Store Center - Rush Hour,Charity & Donations,USA,USD,student,178.98,2023-02-16
MARTA #8790,Transportation,USA,USD,student,68.83,2023-02-16
Museum - USA Store,Entertainment & Recreation,USA,USD,student,90.18,2023-02-16
State Police (Digital Wallet),Government & Legal,USA,USD,student,186.79,2023-02-16
Mr. Sub #7769 - Weekday,Food & Dining,USA,USD,student,23.8,2023-02-17
Family Dollar,Shopping & Retail,USA,USD,student,109.39,2023-02-19
Jimmy John's #3249 - USA,Food & Dining,USA,USD,student,45.58,2023-02-20
Chipotle - Morning,Food & Dining,USA,USD,student,9.58,2023-02-20
Government #4821 - USA,Government & Legal,USA,USD,student,80.56,2023-02-21
Amtrak,Transportation,USA,USD,student,69.37,2023-02-22
Quiznos,Food & Dining,USA,USD,student,40.62,2023-02-22
Walk-in Clinic #1869,Healthcare & Medical,USA,USD,student,246.18,2023-02-23
City Hall,Government & Legal,USA,USD,student,303.46,2023-02-23
Wealth Management #2897,Financial Services,USA,USD,student,205.16,2023-02-24
Potbelly - Weekend,Food & Dining,USA,USD,student,13.26,2023-02-24
Netflix,Entertainment & Recreation,USA,USD,student,12.54,2023-02-25
Hospital - USA,Healthcare & Medical,USA,USD,student,192.59,2023-02-26
Primary Care #2178,Healthcare & Medical,USA,USD,student,242.79,2023-02-27
TJ Maxx #5171,Shopping & Retail,USA,USD,student,6.28,2023-02-27
Habitat for Humanity #6172 (ACH),Charity & Donations,USA,USD,student,55.86,2023-02-28
GoFundMe - Evening,Charity & Donations,USA,USD,student,75.02,2023-03-01
Regal #4720,Entertainment & Recreation,USA,USD,student,68.38,2023-03-01
Federal Building #9796 - Dinner Time,Government & Legal,USA,USD,student,164.49,2023-03-01
Mr. Sub Store,Food & Dining,USA,USD,student,49.06,2023-03-01
Income,Income,USA,USD,student,1152.06,2023-03-02
Southwest Airlines #9381 Online,Transportation,USA,USD,student,40.99,2023-03-02
NSA #2067 Center,Government & Legal,USA,USD,student,223.67,2023-03-02
GameStop Store TXN157334,Shopping & Retail,USA,USD,student,191.1,2023-03-03
Sprint Online TXN782824,Utilities & Services,USA,USD,student,262.55,2023-03-03
Netflix,Entertainment & Recreation,USA,USD,student,14.62,2023-03-04
Humane Society - USA,Charity & Donations,USA,USD,student,96.72,2023-03-05
Electric Company #5287,Utilities & Services,USA,USD,student,81.21,2023-03-06
Mayo Clinic - USA Branch,Healthcare & Medical,USA,USD,student,370.06,2023-03-06
Religious Organization,Charity & Donations,USA,USD,student,46.95,2023-03-07
Amazon,Shopping & Retail,USA,USD,student,217.59,2023-03-07
DMV - USA - Morning,Government & Legal,USA,USD,student,336.9,2023-03-07
Salvation Army,Charity & Donations,USA,USD,student,89.23,2023-03-07
Megabus,Transportation,USA,USD,student,67.35,2023-03-08
UCLA Medical,Healthcare & Medical,USA,USD,student,445.81,2023-03-09
Retirement,Financial Services,USA,USD,student,664.33,2023-03-09
Comcast - USA,Utilities & Services,USA,USD,student,234.83,2023-03-09
RCN - USA,Utilities & Services,USA,USD,student,101.72,2023-03-10
Wells Fargo - USA - Holiday,Financial Services,USA,USD,student,717.15,2023-03-11
Senate #5814 Center (Bank Transfer),Government & Legal,USA,USD,student,172.94,2023-03-12
Domino's #7647 - Evening,Food & Dining,USA,USD,student,46.22,2023-03-13
Domino's - USA Store Online - Lunch Time,Food & Dining,USA,USD,student,23.89,2023-03-15
Verizon #6612,Utilities & Services,USA,USD,student,230.09,2023-03-15
Broadband,Utilities & Services,USA,USD,student,130.62,2023-03-16
Passport Online Center (Mobile),Government & Legal,USA,USD,student,275.06,2023-03-16
Dental #7042 Online - Evening,Healthcare & Medical,USA,USD,student,432.03,2023-03-17
Nordstrom #9628 Campus,Shopping & Retail,USA,USD,student,191.82,2023-03-17
Investment Bank Branch,Financial Services,USA,USD,student,795.02,2023-03-18
Gym,Healthcare & Medical,USA,USD,student,20.13,2023-03-18
US Bank,Financial Services,USA,USD,student,950.66,2023-03-22
Spotify,Entertainment & Recreation,USA,USD,student,9.23,2023-03-23
CTA Online,Transportation,USA,USD,student,75.67,2023-03-24
McDonald's Store,Food & Dining,USA,USD,student,44.71,2023-03-24
Cedars-Sinai - USA Store Center,Healthcare & Medical,USA,USD,student,140.01,2023-03-25
Von Maur Center,Shopping & Retail,USA,USD,student,232.94,2023-03-25
Kroger Pharmacy Strip Mall,Healthcare & Medical,USA,USD,student,448.03,2023-03-25
AT&T #9521 - USA,Utilities & Services,USA,USD,student,92.32,2023-03-25
Hawaiian Airlines (Card),Transportation,USA,USD,student,16.45,2023-03-26
Fundraising #2728 Hospital,Charity & Donations,USA,USD,student,24.89,2023-03-27
Target,Food & Dining,USA,USD,student,17.08,2023-03-28
Quiznos,Food & Dining,USA,USD,student,33.78,2023-04-01
Offering,Charity & Donations,USA,USD,student,27.63,2023-04-01
NGO - USA,Charity & Donations,USA,USD,student,172.78,2023-04-02
Maven Residential,Transportation,USA,USD,student,36.54,2023-04-02
Income,Income,USA,USD,student,1715.28,2023-04-04
Metro,Transportation,USA,USD,student,30.0,2023-04-04
Ambulance Campus,Government & Legal,USA,USD,student,339.65,2023-04-04
Mr. Sub,Food & Dining,USA,USD,student,29.15,2023-04-04
Income,Income,USA,USD,student,1370.78,2023-04-05
Gym,Healthcare & Medical,USA,USD,student,19.68,2023-04-05
Laser Tag,Entertainment & Recreation,USA,USD,student,95.35,2023-04-07
Spotify (Digital Wallet),Entertainment & Recreation,USA,USD,student,5.89,2023-04-08
KeyBank (Card),Financial Services,USA,USD,student,767.1,2023-04-10
Red Cross - USA,Charity & Donations,USA,USD,student,106.34,2023-04-10
Digital Bank Store Center,Financial Services,USA,USD,student,914.47,2023-04-10
Homeless Shelter,Charity & Donations,USA,USD,student,176.06,2023-04-10
Cable One,Utilities & Services,USA,USD,student,207.57,2023-04-11
T-Mobile Store Branch,Utilities & Services,USA,USD,student,149.56,2023-04-11
Pure Barre - USA - Morning,Entertainment & Recreation,USA,USD,student,134.44,2023-04-11
HughesNet #6021 Campus,Utilities & Services,USA,USD,student,253.71,2023-04-12
Rock Climbing TXN513045,Entertainment & Recreation,USA,USD,student,127.69,2023-04-13
Ross - Holiday,Shopping & Retail,USA,USD,student,99.96,2023-04-14
SoulCycle Store (Online),Entertainment & Recreation,USA,USD,student,80.26,2023-04-15
Nordstrom Rack #9244,Shopping & Retail,USA,USD,student,160.91,2023-04-16
Kickstarter - USA (ACH),Charity & Donations,USA,USD,student,27.67,2023-04-17
Santander,Financial Services,USA,USD,student,418.52,2023-04-19
UCSF Medical Online,Healthcare & Medical,USA,USD,student,67.13,2023-04-21
M&T Bank Online,Financial Services,USA,USD,student,51.42,2023-04-21
Spotify,Entertainment & Recreation,USA,USD,student,9.27,2023-04-22
Anytime Fitness Branch,Entertainment & Recreation,USA,USD,student,9.49,2023-04-23
Thrifty - USA,Transportation,USA,USD,student,28.04,2023-04-23
BMO Harris - USA - Lunch Time,Financial Services,USA,USD,student,740.58,2023-04-24
Turo Center TXN409058,Transportation,USA,USD,student,2.25,2023-04-26
MTA Store (Bank Transfer),Transportation,USA,USD,student,17.83,2023-04-27
Satellite Internet #6946 - USA Online (Digital Wallet),Utilities & Services,USA,USD,student,106.55,2023-04-28
Netflix,Entertainment & Recreation,USA,USD,student,12.0,2023-04-28
Permit,Government & Legal,USA,USD,student,472.43,2023-05-01
Alaska Airlines,Transportation,USA,USD,student,53.67,2023-05-03
First National,Financial Services,USA,USD,student,832.89,2023-05-03
Income,Income,USA,USD,student,1538.68,2023-05-04
Tim Hortons - Weekend,Food & Dining,USA,USD,student,25.04,2023-05-04
Qdoba - Holiday,Food & Dining,USA,USD,student,39.44,2023-05-04
Neurologist Store,Healthcare & Medical,USA,USD,student,57.29,2023-05-04
Senior Center,Charity & Donations,USA,USD,student,192.99,2023-05-05
Jersey Mike's Store TXN272710,Food & Dining,USA,USD,student,37.53,2023-05-05
Saks Off 5th Online,Shopping & Retail,USA,USD,student,116.78,2023-05-06
Spotify,Entertainment & Recreation,USA,USD,student,117.13,2023-05-07
United Way - USA,Charity & Donations,USA,USD,student,22.92,2023-05-07
Spotify,Entertainment & Recreation,USA,USD,student,5.52,2023-05-09
Church,Charity & Donations,USA,USD,student,23.98,2023-05-10
Nordstrom - Holiday,Shopping & Retail,USA,USD,student,129.67,2023-05-10
Emergency Room Store,Healthcare & Medical,USA,USD,student,45.65,2023-05-10
Neurologist #2714,Healthcare & Medical,USA,USD,student,173.35,2023-05-10
TJ Maxx,Shopping & Retail,USA,USD,student,221.36,2023-05-11
Museum - USA Online - Weekday,Entertainment & Recreation,USA,USD,student,114.21,2023-05-11
National - Morning,Transportation,USA,USD,student,50.86,2023-05-11
Sierra Club #4241 (Online),Charity & Donations,USA,USD,student,106.11,2023-05-11
Netflix,Entertainment & Recreation,USA,USD,student,13.76,2023-05-11
Gym,Healthcare & Medical,USA,USD,student,29.5,2023-05-11
Ulta Store TXN549769,Shopping & Retail,USA,USD,student,247.39,2023-05-12
Von Maur Store,Shopping & Retail,USA,USD,student,62.65,2023-05-13
Subway,Food & Dining,USA,USD,student,39.82,2023-05-16
Hawaiian Airlines,Transportation,USA,USD,student,9.15,2023-05-19
Cable Company,Utilities & Services,USA,USD,student,105.6,2023-05-22
Thrifty Store (Bank Transfer),Transportation,USA,USD,student,32.65,2023-05-22
Lord & Taylor - USA,Shopping & Retail,USA,USD,student,173.46,2023-05-22
McDonald's (Card),Food & Dining,USA,USD,student,24.82,2023-05-24
Immigration,Government & Legal,USA,USD,student,233.59,2023-05-24
X-Ray #5847 Store - Evening,Healthcare & Medical,USA,USD,student,88.61,2023-05-24
Xfinity,Utilities & Services,USA,USD,student,164.95,2023-05-25
Bank #7089 Downtown,Financial Services,USA,USD,student,879.96,2023-05-27
OfficeMax - USA,Shopping & Retail,USA,USD,student,63.48,2023-06-01
Retirement Planning #6225 - Evening,Financial Services,USA,USD,student,806.28,2023-06-02
Synagogue,Charity & Donations,USA,USD,student,98.27,2023-06-02
Tax #3685 Center,Government & Legal,USA,USD,student,349.27,2023-06-03
Netflix,Entertainment & Recreation,USA,USD,student,11.33,2023-06-03
Fitness #7365 TXN488525,Entertainment & Recreation,USA,USD,student,66.05,2023-06-04
Delta #5026,Transportation,USA,USD,student,3.9,2023-06-04
Income,Income,USA,USD,student,1755.61,2023-06-05
Dollar #8298 Store,Transportation,USA,USD,student,17.16,2023-06-07
Bank of America #5685,Financial Services,USA,USD,student,74.26,2023-06-08
Gas Company #8481 - USA Center,Utilities & Services,USA,USD,student,237.8,2023-06-10
Habitat for Humanity,Charity & Donations,USA,USD,student,40.12,2023-06-10
Gym,Healthcare & Medical,USA,USD,student,15.63,2023-06-10
Cinemark Store,Entertainment & Recreation,USA,USD,student,23.29,2023-06-11
Dillard's - USA - Afternoon,Shopping & Retail,USA,USD,student,81.17,2023-06-11
Charter,Utilities & Services,USA,USD,student,133.84,2023-06-14
Senior Center,Charity & Donations,USA,USD,student,6.47,2023-06-16
Permit #1839,Government & Legal,USA,USD,student,338.52,2023-06-18
White House #9603,Government & Legal,USA,USD,student,148.86,2023-06-18
Rock Climbing #9086,Entertainment & Recreation,USA,USD,student,46.25,2023-06-19
Dish Center,Utilities & Services,USA,USD,student,206.23,2023-06-19
Banking,Financial Services,USA,USD,student,524.56,2023-06-19
Taco Bell - Holiday,Food & Dining,USA,USD,student,8.69,2023-06-22
eBay,Shopping & Retail,USA,USD,student,66.21,2023-06-23
OfficeMax Store,Shopping & Retail,USA,USD,student,182.55,2023-06-23
Immigration - USA Store Online,Government & Legal,USA,USD,student,457.32,2023-06-23
Emergency Room #1067 - Weekday,Healthcare & Medical,USA,USD,student,323.89,2023-06-24
Concert Online (Contactless),Entertainment & Recreation,USA,USD,student,98.08,2023-06-24
Kroger Pharmacy - USA TXN460020,Healthcare & Medical,USA,USD,student,49.23,2023-06-24
Spotify,Entertainment & Recreation,USA,USD,student,5.09,2023-06-24
Trampoline Park (Cash),Entertainment & Recreation,USA,USD,student,122.73,2023-06-25
DEA - USA - Lunch Time,Government & Legal,USA,USD,student,110.62,2023-06-25
Border Patrol,Government & Legal,USA,USD,student,483.87,2023-06-26
Sparklight #8530,Utilities & Services,USA,USD,student,285.04,2023-06-27
Stock #7439 - USA,Financial Services,USA,USD,student,485.31,2023-06-28
Income,Income,USA,USD,student,1623.75,2023-07-02
Blimpie Store,Food & Dining,USA,USD,student,49.6,2023-07-02
Sephora,Shopping & Retail,USA,USD,student,94.1,2023-07-03
Business WiFi Online (Wire),Utilities & Services,USA,USD,student,273.77,2023-07-03
BMO Harris #4431,Financial Services,USA,USD,student,106.35,2023-07-05
T-Mobile #2002 Center,Utilities & Services,USA,USD,student,152.42,2023-07-05
Adidas Residential,Shopping & Retail,USA,USD,student,70.27,2023-07-05
Loan Branch - Weekend,Financial Services,USA,USD,student,698.77,2023-07-05
Customs,Government & Legal,USA,USD,student,281.65,2023-07-06
Netflix,Entertainment & Recreation,USA,USD,student,11.1,2023-07-06
Spectrum,Utilities & Services,USA,USD,student,174.69,2023-07-07
Popeyes,Food & Dining,USA,USD,student,14.15,2023-07-07
Bank of America #6904 - USA,Financial Services,USA,USD,student,197.2,2023-07-09
Train,Transportation,USA,USD,student,9.68,2023-07-10
Netflix,Entertainment & Recreation,USA,USD,student,16.73,2023-07-10
Johns Hopkins - Holiday,Healthcare & Medical,USA,USD,student,140.63,2023-07-11
Spotify,Entertainment & Recreation,USA,USD,student,9.8,2023-07-14
Dollar Tree,Shopping & Retail,USA,USD,student,292.72,2023-07-15
BP - USA,Transportation,USA,USD,student,30.66,2023-07-17
Tax - USA Online - Weekend,Government & Legal,USA,USD,student,86.77,2023-07-18
Bowling Alley - USA - Weekday,Entertainment & Recreation,USA,USD,student,134.97,2023-07-19
Raising Cane's,Food & Dining,USA,USD,student,22.58,2023-07-20
Town Hall #8333,Government & Legal,USA,USD,student,273.77,2023-07-20
WiFi Hotspot,Utilities & Services,USA,USD,student,188.33,2023-07-21
OfficeMax #2949 (Card),Shopping & Retail,USA,USD,student,293.15,2023-07-21
Gym,Healthcare & Medical,USA,USD,student,20.08,2023-07-21
Dermatologist #4386 Store,Healthcare & Medical,USA,USD,student,273.45,2023-07-22
Disney+ #8422,Entertainment & Recreation,USA,USD,student,16.27,2023-07-22
Fitness #7869 Business District,Entertainment & Recreation,USA,USD,student,86.02,2023-07-22
Bank - USA Store,Financial Services,USA,USD,student,126.65,2023-07-24
Bloomingdale's,Shopping & Retail,USA,USD,student,231.98,2023-07-25
Orange Theory Downtown,Entertainment & Recreation,USA,USD,student,133.55,2023-07-25
Ambulance,Government & Legal,USA,USD,student,404.46,2023-07-25
BART Branch - Evening,Transportation,USA,USD,student,58.84,2023-07-26
Sierra Club #8074,Charity & Donations,USA,USD,student,35.07,2023-07-27
WiFi Store,Utilities & Services,USA,USD,student,166.02,2023-07-27
WWF Hospital,Charity & Donations,USA,USD,student,36.59,2023-08-01
Cox - USA,Utilities & Services,USA,USD,student,75.44,2023-08-01
Gift (Online),Charity & Donations,USA,USD,student,31.76,2023-08-01
Income,Income,USA,USD,student,1517.83,2023-08-02
Bank of America,Financial Services,USA,USD,student,801.89,2023-08-02
Gynecologist #4227 Airport,Healthcare & Medical,USA,USD,student,43.76,2023-08-02
Offering,Charity & Donations,USA,USD,student,112.75,2023-08-03
Municipal Building (Contactless),Government & Legal,USA,USD,student,470.28,2023-08-03
Comerica Downtown,Financial Services,USA,USD,student,79.92,2023-08-04
7-Eleven Store,Transportation,USA,USD,student,4.16,2023-08-04
Donation Residential,Charity & Donations,USA,USD,student,93.29,2023-08-05
Gym,Healthcare & Medical,USA,USD,student,15.99,2023-08-05
White Castle - USA,Food & Dining,USA,USD,student,36.56,2023-08-07
Speech Therapy (Bank Transfer),Healthcare & Medical,USA,USD,student,491.86,2023-08-08
Dermatologist,Healthcare & Medical,USA,USD,student,477.06,2023-08-09
Walmart Store,Shopping & Retail,USA,USD,student,198.96,2023-08-12
Retirement Planning Branch,Financial Services,USA,USD,student,296.36,2023-08-13
Shell - USA,Transportation,USA,USD,student,34.92,2023-08-14
Water Park - Weekday,Entertainment & Recreation,USA,USD,student,18.79,2023-08-15
Gold's Gym Mall,Entertainment & Recreation,USA,USD,student,12.23,2023-08-15
City Hall Online,Government & Legal,USA,USD,student,483.93,2023-08-16
Bowling Alley Store Mall,Entertainment & Recreation,USA,USD,student,58.98,2023-08-16
Spotify,Entertainment & Recreation,USA,USD,student,6.16,2023-08-16
DART,Transportation,USA,USD,student,23.73,2023-08-17
Museum - Morning,Entertainment & Recreation,USA,USD,student,41.78,2023-08-18
Digital Bank Station,Financial Services,USA,USD,student,307.19,2023-08-19
Border Patrol - USA (Mobile),Government & Legal,USA,USD,student,125.2,2023-08-21
Primary Care Store (App),Healthcare & Medical,USA,USD,student,363.73,2023-08-21
Sprint #4528,Utilities & Services,USA,USD,student,247.09,2023-08-22
